"STATION","NAME","DATE","AWND","PRCP","TAVG","TMAX","TMIN"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-07-03","7.16","0.00","72","79","62"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-07-04","4.92","0.00","65","71","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-07-05","5.82","0.00","64","74","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-07-06","4.92","0.00","65","79","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-07-07","6.49","0.00","66","75","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-07-08","6.26","0.00","64","80","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-07-09","5.59","0.00","72","86","59"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-07-10","5.82","0.00","67","72","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-07-11","6.71","0.00","62","73","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-07-12","4.92","0.00","62","67","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-07-13","6.93","0.00","62","79","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-07-14","6.71","0.00","68","82","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-07-15","10.29","0.00","71","82","58"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-07-16","9.17","0.00","75","88","65"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-07-17","8.28","0.00","70","72","59"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-07-18","4.47","0.00","65","79","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-07-19","4.25","0.00","66","82","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-07-20","4.47","0.00","65","77","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-07-21","5.14","0.00","63","75","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-07-22","5.37","0.00","65","79","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-07-23","6.71","0.00","70","88","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-07-24","5.59","0.00","72","88","58"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-07-25","5.14","0.00","71","88","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-07-26","6.49","0.00","73","88","58"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-07-27","5.82","0.00","67","78","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-07-28","7.61","0.00","63","70","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-07-29","3.13","0.00","63","77","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-07-30","6.26","0.00","65","77","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-07-31","4.03","0.00","63","71","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-08-01","8.72","0.00","62","69","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-08-02","4.47","0.08","62","63","59"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-08-03","5.37","0.00","63","77","60"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-08-04","7.61","0.00","69","84","59"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-08-05","4.70","0.00","72","86","59"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-08-06","3.13","0.00","71","87","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-08-07","4.25","0.00","71","88","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-08-08","5.59","0.00","69","83","58"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-08-09","4.70","0.00","70","83","58"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-08-10","6.49","0.09","69","78","59"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-08-11","6.49","0.00","66","77","58"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-08-12","4.25","0.00","67","78","61"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-08-13","4.03","0.00","69","82","59"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-08-14","4.47","0.03","70","81","59"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-08-15","2.24","0.07","67","70","63"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-08-16","4.92","0.00","69","84","61"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-08-17","6.71","0.00","71","78","63"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-08-18","6.93","0.00","68","79","60"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-08-19","6.71","0.00","69","80","60"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-08-20","10.29","0.00","69","78","61"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-08-21","9.62","0.00","69","82","59"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-08-22","4.25","0.00","72","84","59"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-08-23","9.17","0.00","70","77","61"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-08-24","6.04","0.00","67","77","62"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-08-25","5.82","0.01","67","72","61"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-08-26","4.25","0.04","67","76","61"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-08-27","3.13","0.05","67","80","63"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-08-28","2.91","0.22","69","80","60"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-08-29","6.71","0.76","70","75","65"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-08-30","6.49","0.00","68","79","61"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-08-31","5.82","0.00","68","82","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-09-01","5.59","0.00","69","82","60"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-09-02","4.70","0.00","72","82","63"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-09-03","3.80","0.09","68","77","62"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-09-04","5.37","0.01","67","73","61"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-09-05","5.59","1.09","65","68","60"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-09-06","5.82","0.84","64","71","61"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-09-07","4.47","0.00","65","74","63"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-09-08","3.36","0.00","67","80","58"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-09-09","4.70","0.00","66","79","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-09-10","8.28","0.00","68","80","59"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-09-11","5.37","0.00","73","93","61"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-09-12","3.80","0.00","70","78","59"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-09-13","4.47","0.00","65","66","60"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-09-14","3.13","0.00","64","71","60"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-09-15","4.92","0.13","62","66","58"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-09-16","9.62","0.01","63","71","59"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-09-17","5.14","0.00","62","64","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-09-18","5.59","0.00","60","70","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-09-19","3.36","0.00","62","78","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-09-20","6.71","0.14","66","74","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-09-21","5.59","0.00","61","70","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-09-22","12.30","0.53","60","63","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-09-23","10.07","0.11","58","61","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-09-24","5.82","0.00","55","64","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-09-25","6.71","0.08","54","61","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-09-26","4.92","0.00","52","63","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-09-27","9.62","0.04","55","57","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-09-28","13.42","1.71","57","62","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-09-29","15.88","0.66","54","58","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-09-30","14.09","0.73","54","57","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-10-01","10.51","0.31","51","58","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-10-02","5.37","0.21","52","55","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-10-03","2.01","0.03","51","58","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-10-04","2.46","0.00","51","64","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-10-05","3.58","0.00","56","68","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-10-06","5.82","0.16","57","73","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-10-07","14.09","0.02","58","61","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-10-08","6.71","0.27","54","57","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-10-09","3.58","0.00","50","59","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-10-10","3.80","0.04","52","58","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-10-11","2.24","0.36","53","57","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-10-12","4.92","0.04","53","58","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-10-13","4.03","0.00","50","59","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-10-14","3.58","0.00","49","60","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-10-15","2.01","0.00","50","60","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-10-16","6.04","0.00","52","55","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-10-17","3.80","0.00","52","58","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-10-18","2.68","0.00","49","55","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-10-19","3.13","0.00","48","51","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-10-20","5.37","0.00","49","51","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-10-21","5.59","0.00","48","53","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-10-22","4.25","0.00","50","58","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-10-23","0.89","0.00","49","55","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-10-24","1.34","0.00","47","50","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-10-25","4.03","0.00","49","54","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-10-26","6.04","0.00","50","53","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-10-27","9.84","0.07","50","57","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-10-28","11.41","0.00","52","58","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-10-29","4.92","0.00","48","56","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-10-30","8.72","0.02","49","59","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-10-31","4.92","0.01","54","58","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-01","3.13","0.05","57","64","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-02","17.67","0.50","55","58","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-03","5.37","0.02","48","54","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-04","3.58","0.00","46","51","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-05","6.93","0.10","49","56","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-06","3.80","0.15","50","55","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-07","16.11","1.18","51","52","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-08","9.17","0.00","51","56","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-09","3.13","0.07","48","52","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-10","9.84","0.00","49","52","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-11","5.82","0.00","49","61","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-12","4.92","0.16","53","60","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-13","8.50","0.00","54","57","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-14","2.46","0.05","51","52","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-15","13.42","0.12","47","51","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-16","10.29","0.00","47","50","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-17","12.08","0.21","48","53","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-18","8.72","1.03","51","55","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-19","11.41","0.04","50","56","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-20","9.62","0.00","42","46","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-21","8.05","0.00","38","46","31"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-22","10.29","0.00","38","49","32"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-23","5.82","0.00","41","52","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-24","2.01","0.00","42","53","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-25","1.12","0.00","43","54","36"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-26","2.24","0.00","44","54","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-27","2.91","0.00","50","58","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-28","1.57","0.00","45","53","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-29","4.70","0.02","46","49","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-30","8.72","0.09","49","52","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-01","19.69","0.12","53","56","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-02","7.83","0.18","45","46","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-03","12.53","0.00","38","41","31"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-04","3.58","0.00","34","40","28"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-05","5.82","0.00","31","34","23"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-06","10.51","0.00","31","34","24"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-07","6.93","0.00","26","32","19"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-08","4.92","0.00","26","36","20"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-09","2.91","0.00","29","34","23"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-10","3.36","0.00","35","42","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-11","1.79","0.00","37","41","29"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-12","5.14","0.27","38","42","31"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-13","6.49","0.02","44","49","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-14","8.28","0.00","46","49","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-15","8.72","0.05","49","53","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-16","2.24","0.01","48","50","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-17","6.04","0.00","42","47","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-18","6.26","0.05","45","46","36"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-19","4.70","0.00","38","41","32"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-20","8.28","0.22","36","47","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-21","5.14","0.22","44","48","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-22","8.95","0.42","48","51","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-23","13.20","0.06","51","53","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-24","3.80","0.00","44","47","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-25","1.79","0.00","39","44","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-26","1.12","0.00","39","44","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-27","4.70","0.01","38","48","32"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-28","2.91","0.00","45","49","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-29","2.46","0.00","40","45","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-30","5.82","0.01","42","48","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-31","3.80","0.02","46","47","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-01","2.68","0.00","42","45","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-02","7.16","0.16","45","51","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-03","5.82","0.06","45","48","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-04","6.04","0.00","41","46","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-05","8.28","0.00","37","47","31"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-06","5.82","0.01","38","46","31"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-07","3.58","0.48","44","47","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-08","10.29","0.38","47","50","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-09","14.09","0.23","46","49","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-10","15.66","0.17","47","55","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-11","19.69","0.84","49","58","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-12","18.12","0.06","46","52","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-13","15.88","0.00","51","51","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-14","2.91","0.00","50","52","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-15","5.59","0.00","47","52","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-16","6.04","0.00","43","44","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-17","5.14","0.00","40","42","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-18","4.92","0.00","39","49","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-19","5.59","0.00","41","43","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-20","4.92","0.00","41","50","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-21","3.36","0.00","40","50","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-22","5.82","0.02","46","49","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-23","11.63","0.00","44","50","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-24","4.25","0.00","42","55","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-25","1.79","0.00","42","54","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-26","2.91","0.00","42","47","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-27","2.91","0.00","39","49","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-28","3.58","0.35","45","52","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-29","7.61","0.85","48","52","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-30","14.32","0.00","46","47","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-31","5.82","0.09","44","46","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-01","1.79","0.08","43","46","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-02","5.59","0.00","40","48","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-03","9.62","0.00","39","41","32"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-04","10.51","0.00","34","37","28"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-05","14.76","0.00","29","31","22"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-06","10.07","0.00","24","29","21"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-07","9.40","0.00","28","38","23"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-08","10.29","0.20","34","42","31"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-09","5.37","0.02","34","39","32"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-10","10.51","0.72","40","50","36"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-11","8.50","0.67","48","54","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-12","14.32","0.18","50","54","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-13","14.09","0.07","50","55","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-14","14.32","0.37","49","53","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-15","11.41","0.46","45","52","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-16","17.67","1.04","44","49","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-17","12.30","0.57","44","47","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-18","13.87","0.60","44","48","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-19","13.42","0.04","43","47","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-20","15.43","0.12","45","50","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-21","6.49","0.11","43","44","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-22","6.93","0.10","40","42","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-23","5.82","0.24","42","45","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-24","7.16","0.51","41","44","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-25","10.07","0.01","44","54","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-26","5.59","0.00","48","57","42"
